日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2022年05月,苗栗縣,73093693,183924,0.0236,333835,476,0.0149,675445,189,0.0038,74102973
2022年05月,彰化縣,164752935,418423,0.0531,1911393,2197,0.0856,1344439,393,0.0075,168008767
2022年05月,南投縣,56257765,138946,0.0181,359484,452,0.0161,273906,112,0.0015,56891155
2022年05月,雲林縣,97942899,273676,0.0316,520418,663,0.0233,383271,193,0.0021,98846588
2022年05月,嘉義縣,65516063,184346,0.0211,380852,488,0.0171,217332,92,0.0012,66114247
2022年05月,屏東縣,121622847,289994,0.0392,607277,889,0.0272,940496,337,0.0052,123170620
2022年05月,台東縣,27088362,60972,0.0087,90173,127,0.004,171588,64,0.001,27350123
2022年05月,花蓮縣,42902582,94717,0.0138,85623,56,0.0038,326103,144,0.0018,43314308
2022年05月,基隆市,40549925,90224,0.0131,164925,242,0.0074,2550499,912,0.0142,43265349
2022年05月,新竹市,68487712,137353,0.0221,242211,259,0.0108,4478795,923,0.025,73208718
2022年05月,嘉義市,35522611,83253,0.0115,124519,192,0.0056,615001,229,0.0034,36262131
2022年05月,澎湖縣,13512014,24473,0.0044,103041,136,0.0046,55953,17,0.0003,13671008
2022年05月,金門縣,9505590,18521,0.0031,71368,87,0.0032,28291,42,0.0002,9605249
2022年05月,連江縣,2268982,2027,0.0007,25017,21,0.0011,7711,11,0,2301710
2022年05月,合計,3100236549,6739538,1,22337278,21986,1,179389772,37924,1,3301963599
2022年04月,新北市,534638124,957801,0.1662,4253830,3237,0.1908,45146917,11092,0.2806,584038871
2022年04月,台北市,307760579,508889,0.0957,1544241,1545,0.0693,31508907,7561,0.1958,340813727
2022年04月,桃園市,366441535,637308,0.1139,2549614,1810,0.1144,18958659,3786,0.1178,387949808
2022年04月,台中市,405605998,805670,0.1261,4382425,3465,0.1966,21850606,4715,0.1358,431839029
2022年04月,台南市,275110327,623333,0.0855,1564774,1695,0.0702,7712702,1491,0.0479,284387803
2022年04月,高雄市,311447877,739899,0.0968,2141123,2491,0.096,19436677,4396,0.1208,333025677
2022年04月,宜蘭縣,70558998,155907,0.0219,341405,369,0.0153,1093160,306,0.0068,71993563
2022年04月,新竹縣,94939036,174976,0.0295,596142,454,0.0267,4325726,837,0.0269,99860904
2022年04月,苗栗縣,70999970,168585,0.0221,291875,332,0.0131,588333,188,0.0037,71880178
2022年04月,彰化縣,174467063,406465,0.0542,1992203,2426,0.0894,1203890,391,0.0075,177663156
2022年04月,南投縣,74859220,168984,0.0233,452368,527,0.0203,230193,111,0.0014,75541781
2022年04月,雲林縣,99055399,279255,0.0308,315867,463,0.0142,324129,192,0.002,99695395
2022年04月,嘉義縣,62186401,178003,0.0193,321458,407,0.0144,191296,92,0.0012,62699155
2022年04月,屏東縣,109718104,268890,0.0341,599830,829,0.0269,831551,334,0.0052,111149485
2022年04月,台東縣,31522749,67115,0.0098,99571,123,0.0045,156052,64,0.001,31778372
2022年04月,花蓮縣,50009000,99814,0.0155,64186,57,0.0029,290850,144,0.0018,50364036
2022年04月,基隆市,53776331,101322,0.0167,223179,249,0.01,2224094,911,0.0138,56223604
2022年04月,新竹市,62904208,115065,0.0196,217119,237,0.0097,4175427,923,0.026,67296754
2022年04月,嘉義市,37026249,82114,0.0115,170535,191,0.0076,564866,229,0.0035,37761650
2022年04月,澎湖縣,13115286,24883,0.0041,62959,79,0.0028,41914,17,0.0003,13220159
2022年04月,金門縣,9149639,14774,0.0028,88825,94,0.004,25796,42,0.0002,9264260
2022年04月,連江縣,2111825,2300,0.0007,23010,28,0.001,6780,11,0,2141615
2022年04月,合計,3217403918,6581352,1,22296539,21108,1,160888525,37833,1,3400588982
2022年03月,新北市,626249117,956893,0.1661,4935631,3417,0.2014,57037273,11072,0.2886,688222021
2022年03月,台北市,382875550,540391,0.1015,1712450,1601,0.0699,37088141,7554,0.1877,421676141
2022年03月,桃園市,379196308,554788,0.1006,2517208,1661,0.1027,22510796,3779,0.1139,404224312
2022年03月,台中市,460816498,790415,0.1222,4615375,3588,0.1884,27932323,4709,0.1414,493364196
2022年03月,台南市,307689172,626611,0.0816,1538384,1613,0.0628,8971162,1490,0.0454,318198718
2022年03月,高雄市,451849180,954290,0.1198,2736401,3000,0.1117,24306104,4387,0.123,478891685
2022年03月,宜蘭縣,76269516,144675,0.0202,377306,426,0.0154,1291685,304,0.0065,77938507
2022年03月,新竹縣,99407618,161949,0.0264,499403,458,0.0204,5190595,835,0.0263,105097616
2022年03月,苗栗縣,91546550,183577,0.0243,389005,480,0.0159,718220,187,0.0036,92653775
2022年03月,彰化縣,199821159,417589,0.053,2139021,2209,0.0873,1428572,389,0.0072,203388752
2022年03月,南投縣,70900631,138542,0.0188,385485,453,0.0157,292938,110,0.0015,71579054
2022年03月,雲林縣,114030394,273074,0.0302,539857,665,0.022,426462,192,0.0022,114996713
2022年03月,嘉義縣,79700390,184139,0.0211,426676,490,0.0174,235543,92,0.0012,80362609
2022年03月,屏東縣,130444784,289336,0.0346,645268,892,0.0263,1002347,334,0.0051,132092399
2022年03月,台東縣,31991815,60877,0.0085,104579,128,0.0043,181846,64,0.0009,32278240
2022年03月,花蓮縣,51945536,94520,0.0138,99170,57,0.004,382545,144,0.0019,52427251
2022年03月,基隆市,55267586,90142,0.0147,191847,243,0.0078,3024895,909,0.0153,58484328
2022年03月,新竹市,86240183,137142,0.0229,284535,265,0.0116,4796049,922,0.0243,91320767
2022年03月,嘉義市,42172679,82996,0.0112,140507,193,0.0057,691897,229,0.0035,43005083
2022年03月,澎湖縣,16218433,24399,0.0043,110995,132,0.0045,51598,17,0.0003,16381026
2022年03月,金門縣,12766638,18416,0.0034,84888,88,0.0035,33993,42,0.0002,12885519
2022年03月,連江縣,3141824,2021,0.0008,29900,22,0.0012,7018,11,0,3178742
2022年03月,合計,3770541561,6726782,1,24503891,22081,1,197602002,37772,1,3992647454
2022年02月,新北市,592117351,956406,0.1689,4685076,3266,0.1904,55030308,11047,0.2829,651832735
2022年02月,台北市,344852525,508500,0.0984,1694345,1559,0.0689,37471710,7543,0.1926,384018580
2022年02月,桃園市,408069312,637359,0.1164,2814241,1836,0.1144,22651287,3753,0.1164,433534840
2022年02月,台中市,436172218,802452,0.1244,4873274,3481,0.1981,26956079,4695,0.1386,468001571
2022年02月,台南市,293505464,622066,0.0837,1812873,1708,0.0737,8463545,1483,0.0435,303781882
2022年02月,高雄市,333426726,739034,0.0951,2350827,2520,0.0955,23922738,4371,0.123,359700291
2022年02月,宜蘭縣,80991121,155627,0.0231,378899,365,0.0154,1420437,303,0.0073,82790457
2022年02月,新竹縣,102048513,174421,0.0291,625644,456,0.0254,5337660,833,0.0274,108011817
2022年02月,苗栗縣,76895177,168354,0.0219,325284,337,0.0132,721805,187,0.0037,77942266
2022年02月,彰化縣,184953628,405145,0.0527,2167658,2441,0.0881,1329657,384,0.0068,188450943
2022年02月,南投縣,81430550,168709,0.0232,482283,531,0.0196,289093,110,0.0015,82201926
2022年02月,雲林縣,102541949,278901,0.0292,368060,466,0.015,399791,192,0.0021,103309800
2022年02月,嘉義縣,66994661,177760,0.0191,353685,408,0.0144,232404,92,0.0012,67580750
2022年02月,屏東縣,117549559,268486,0.0335,635590,836,0.0258,973554,333,0.005,119158703
2022年02月,台東縣,34782465,66951,0.0099,110852,127,0.0045,188338,64,0.001,35081655
2022年02月,花蓮縣,56692935,99600,0.0162,72412,59,0.0029,357632,143,0.0018,57122979
2022年02月,基隆市,59372935,101192,0.0169,235492,249,0.0096,2836737,907,0.0146,62445164
2022年02月,新竹市,68611812,114993,0.0196,254643,241,0.0103,5147074,919,0.0265,74013529
2022年02月,嘉義市,39673972,81870,0.0113,181191,191,0.0074,704163,229,0.0036,40559326
2022年02月,澎湖縣,13249295,24848,0.0038,61428,77,0.0025,66736,17,0.0003,13377459
2022年02月,金門縣,9913445,14645,0.0028,92424,95,0.0038,29745,42,0.0002,10035614
2022年02月,連江縣,2495467,2294,0.0007,27662,28,0.0011,7770,11,0,2530899
2022年02月,合計,3506341080,6569613,1,24603843,21277,1,194538263,37658,1,3725483186
2022年01月,新北市,542209444,956229,0.1628,4999706,3439,0.2002,54101765,11028,0.2843,601310915
2022年01月,台北市,337625902,539777,0.1014,1741930,1613,0.0697,36728101,7532,0.193,376095933
2022年01月,桃園市,316733284,551375,0.0951,2566275,1667,0.1027,22201515,3731,0.1167,341501074
2022年01月,台中市,407622711,789363,0.1224,4737827,3601,0.1897,26079839,4681,0.1371,438440377
2022年01月,台南市,276033846,624093,0.0829,1598916,1626,0.064,8381281,1478,0.044,286014043
2022年01月,高雄市,430644523,952471,0.1293,2890921,3018,0.1157,23511155,4364,0.1236,457046599
2022年01月,宜蘭縣,66843983,144478,0.0201,374248,421,0.015,1287788,304,0.0068,68506019
2022年01月,新竹縣,83124025,161334,0.025,502864,461,0.0201,5102563,830,0.0268,88729452
2022年01月,苗栗縣,78988530,183146,0.0237,407947,487,0.0163,722238,188,0.0038,80118715
2022年01月,彰化縣,173770977,416767,0.0522,2119058,2218,0.0848,1346048,384,0.0071,177236083
2022年01月,南投縣,63141221,138314,0.019,402015,455,0.0161,282281,110,0.0015,63825517
2022年01月,雲林縣,97922543,272684,0.0294,522869,669,0.0209,383015,189,0.002,98828427
2022年01月,嘉義縣,69083096,183689,0.0207,425434,495,0.017,228684,92,0.0012,69737214
2022年01月,屏東縣,124829973,288747,0.0375,639640,893,0.0256,925808,331,0.0049,126395421
2022年01月,台東縣,29978202,60721,0.009,95453,127,0.0038,179683,64,0.0009,30253338
2022年01月,花蓮縣,47189038,94372,0.0142,109372,72,0.0044,349526,143,0.0018,47647936
2022年01月,基隆市,45896201,90118,0.0138,186905,244,0.0075,2718689,902,0.0143,48801795
2022年01月,新竹市,73317545,136860,0.022,283774,267,0.0114,4973588,919,0.0261,78574907
2022年01月,嘉義市,37574973,82752,0.0113,141384,197,0.0057,678658,229,0.0036,38395015
2022年01月,澎湖縣,14132671,24306,0.0042,125614,134,0.005,58256,17,0.0003,14316541
2022年01月,金門縣,10302318,18353,0.0031,76194,88,0.0031,30612,42,0.0002,10409124
2022年01月,連江縣,2652186,2020,0.0008,28306,22,0.0011,7268,11,0,2687760
2022年01月,合計,3329617192,6711969,1,24976652,22214,1,190278361,37569,1,3544872205
2021年12月,新北市,592326719,954634,0.1633,4954768,3310,0.1855,53170286,11001,0.2837,650451773
2021年12月,台北市,348641693,508042,0.0961,1882291,1583,0.0705,36371909,7521,0.1941,386895893
2021年12月,桃園市,384068241,636042,0.1059,2949827,1848,0.1105,21489663,3723,0.1147,408507731
2021年12月,台中市,463750612,799606,0.1279,5282051,3504,0.1978,25908874,4668,0.1383,494941537
2021年12月,台南市,320008951,620142,0.0882,2041659,1714,0.0764,8626190,1473,0.046,330676800
2021年12月,高雄市,385910234,737436,0.1064,2660002,2535,0.0996,23181223,4360,0.1237,411751459
2021年12月,宜蘭縣,74593153,154909,0.0206,374731,362,0.014,1216102,302,0.0065,76183986
2021年12月,新竹縣,103137307,173606,0.0284,664038,455,0.0249,5003641,826,0.0267,108804986
2021年12月,苗栗縣,78283460,167940,0.0216,353213,338,0.0132,690070,186,0.0037,79326743
2021年12月,彰化縣,196381366,404104,0.0541,2346443,2455,0.0879,1303181,382,0.007,200030990
2021年12月,南投縣,82539855,168347,0.0228,521648,535,0.0195,282008,110,0.0015,83343511
2021年12月,雲林縣,111590010,278321,0.0308,441314,471,0.0165,385528,189,0.0021,112416852
2021年12月,嘉義縣,70388860,177422,0.0194,390747,408,0.0146,212926,92,0.0011,70992533
2021年12月,屏東縣,130216914,267981,0.0359,712738,842,0.0267,916830,330,0.0049,131846482
2021年12月,台東縣,35418152,66810,0.0098,114488,127,0.0043,175570,64,0.0009,35708210
2021年12月,花蓮縣,54203008,99305,0.0149,93365,89,0.0035,333052,142,0.0018,54629425
2021年12月,基隆市,57172452,100957,0.0158,256776,252,0.0096,2654093,900,0.0142,60083321
2021年12月,新竹市,68680017,114881,0.0189,272807,242,0.0102,4710166,918,0.0251,73662990
2021年12月,嘉義市,43432875,81680,0.012,203691,194,0.0076,655603,229,0.0035,44292169
2021年12月,澎湖縣,14866518,24737,0.0041,73913,75,0.0028,70519,20,0.0004,15010950
2021年12月,金門縣,9585131,14632,0.0026,91613,96,0.0034,32552,42,0.0002,9709296
2021年12月,連江縣,1989328,2294,0.0005,24257,28,0.0009,7244,11,0,2020829
2021年12月,合計,3627184856,6553828,1,26706380,21463,1,187397230,37489,1,3841288466
2021年11月,新北市,791735564,953900,0.169,6678510,3654,0.1952,57253206,11250,0.2847,855667280
2021年11月,台北市,494247274,539408,0.1055,2676925,1730,0.0782,42082047,7816,0.2092,539006246
2021年11月,桃園市,407270740,549574,0.0869,3331654,1794,0.0974,21546902,3727,0.1071,432149296
2021年11月,台中市,592727174,785825,0.1265,6223458,3861,0.1819,28960518,4834,0.144,627911150
2021年11月,台南市,391139089,622893,0.0835,2113830,1656,0.0618,9052260,1499,0.045,402305179
2021年11月,高雄市,615535309,951273,0.1314,3713259,3150,0.1085,23259472,4398,0.1157,642508040
2021年11月,宜蘭縣,84075256,144207,0.0179,550279,473,0.0161,1195037,309,0.0059,85820572
2021年11月,新竹縣,116995424,160672,0.025,874310,561,0.0256,5048072,830,0.0251,122917806
2021年11月,苗栗縣,114345843,182543,0.0244,525634,502,0.0154,704832,184,0.0035,115576309
2021年11月,彰化縣,245839965,415615,0.0525,3094914,2640,0.0904,1347826,388,0.0067,250282705
2021年11月,南投縣,75442825,137768,0.0161,489507,458,0.0143,334402,117,0.0017,76266734
2021年11月,雲林縣,142179861,272241,0.0303,757033,731,0.0221,491949,192,0.0024,143428843
2021年11月,嘉義縣,96403557,183351,0.0206,551141,519,0.0161,219997,92,0.0011,97174695
2021年11月,屏東縣,161199680,288108,0.0344,1079240,1196,0.0315,917943,336,0.0046,163196863
2021年11月,台東縣,36860298,60487,0.0079,134853,136,0.0039,189887,67,0.0009,37185038
2021年11月,花蓮縣,58910145,94098,0.0126,182224,92,0.0053,328775,143,0.0016,59421144
2021年11月,基隆市,61680404,89533,0.0132,261155,251,0.0076,2645067,896,0.0132,64586626
2021年11月,新竹市,108131978,136242,0.0231,410581,299,0.012,4737028,922,0.0236,113279587
2021年11月,嘉義市,53826297,82653,0.0115,180856,203,0.0053,676156,235,0.0034,54683309
2021年11月,澎湖縣,20043587,24181,0.0043,200300,156,0.0059,76054,20,0.0004,20319941
2021年11月,金門縣,14413016,18254,0.0031,142952,103,0.0042,39348,44,0.0002,14595316
2021年11月,連江縣,2857854,2011,0.0006,45504,23,0.0013,7075,11,0,2910433
2021年11月,合計,4685861140,6694837,1,34218119,24188,1,201113853,38310,1,4921193112
2021年10月,新北市,918753969,953405,0.1785,7078079,3526,0.1852,64598904,11268,0.2779,990430952
2021年10月,台北市,555046175,507372,0.1079,3120892,1746,0.0817,52920371,7939,0.2277,611087438
2021年10月,桃園市,565435297,634782,0.1099,4290535,2036,0.1123,24981650,3722,0.1075,594707482
2021年10月,台中市,642160783,797234,0.1248,7088360,3856,0.1855,32902221,4893,0.1416,682151364
2021年10月,台南市,426204804,617966,0.0828,2513705,1756,0.0658,10201488,1506,0.0439,438919997
2021年10月,高雄市,496599657,736149,0.0965,3403626,2696,0.0891,25061360,4412,0.1078,525064643
2021年10月,宜蘭縣,106732361,154198,0.0207,650248,427,0.017,1290931,309,0.0056,108673540
2021年10月,新竹縣,151548032,172604,0.0294,1159521,603,0.0303,5929215,828,0.0255,158636768
2021年10月,苗栗縣,115262716,167579,0.0224,480872,349,0.0126,812109,186,0.0035,116555697
2021年10月,彰化縣,267120961,402918,0.0519,3738274,3050,0.0978,1488753,393,0.0064,272347988
2021年10月,南投縣,98363589,167774,0.0191,671649,539,0.0176,362259,116,0.0016,99397497
2021年10月,雲林縣,145252031,277624,0.0282,607751,569,0.0159,547274,193,0.0024,146407056
2021年10月,嘉義縣,91335529,177139,0.0177,505974,444,0.0132,258307,94,0.0011,92099810
2021年10月,屏東縣,156560194,267264,0.0304,1148521,1151,0.0301,996991,339,0.0043,158705706
2021年10月,台東縣,46648670,66405,0.0091,171495,148,0.0045,216888,68,0.0009,47037053
2021年10月,花蓮縣,75596334,99124,0.0147,160792,100,0.0042,360066,145,0.0015,76117192
2021年10月,基隆市,84525946,100795,0.0164,358604,259,0.0094,3014089,898,0.013,87898639
2021年10月,新竹市,109535064,114539,0.0213,527238,303,0.0138,5627145,924,0.0242,115689447
2021年10月,嘉義市,57037240,81598,0.0111,259701,199,0.0068,723257,235,0.0031,58020198
2021年10月,澎湖縣,19349310,24675,0.0038,99735,83,0.0026,78102,20,0.0003,19527147
2021年10月,金門縣,14028232,14534,0.0027,143245,105,0.0037,38838,44,0.0002,14210315
2021年10月,連江縣,2895013,2277,0.0006,35596,28,0.0009,7713,11,0,2938322
2021年10月,合計,5145991907,6537955,1,38214413,23973,1,232417931,38543,1,5416624251
2021年09月,新北市,959598351,950995,0.1835,7426243,3790,0.1964,64483639,11298,0.2783,1031508233
2021年09月,台北市,599589792,538767,0.1146,3053129,1793,0.0808,54298058,8071,0.2344,656940979
2021年09月,桃園市,477456678,547343,0.0913,3957228,1884,0.1047,25031413,3761,0.108,506445319
2021年09月,台中市,630455784,783808,0.1205,6857595,4038,0.1814,31611672,4909,0.1364,668925051
2021年09月,台南市,404687683,621259,0.0774,2184306,1681,0.0578,9962249,1537,0.043,416834238
2021年09月,高雄市,644781299,948460,0.1233,3772109,3223,0.0998,24633542,4418,0.1063,673186950
2021年09月,宜蘭縣,101688627,143941,0.0194,628384,505,0.0166,1302826,312,0.0056,103619837
2021年09月,新竹縣,133836929,160172,0.0256,1002239,601,0.0265,5801347,828,0.025,140640515
2021年09月,苗栗縣,128815544,182028,0.0246,591286,514,0.0156,877805,194,0.0038,130284635
2021年09月,彰化縣,255833388,414584,0.0489,3487193,2869,0.0922,1432387,399,0.0062,260752968
2021年09月,南投縣,76924281,137482,0.0147,535997,465,0.0142,366646,121,0.0016,77826924
2021年09月,雲林縣,143520404,271675,0.0274,794011,780,0.021,563522,198,0.0024,144877937
2021年09月,嘉義縣,97727210,183059,0.0187,593912,533,0.0157,294823,99,0.0013,98615945
2021年09月,屏東縣,165330856,287484,0.0316,1162820,1300,0.0308,898388,315,0.0039,167392064
2021年09月,台東縣,41667230,60356,0.008,156600,145,0.0041,288884,81,0.0012,42112714
2021年09月,花蓮縣,70738164,93831,0.0135,182972,102,0.0048,366030,147,0.0016,71287166
2021年09月,基隆市,73979150,89491,0.0141,294061,252,0.0078,3134899,910,0.0135,77408110
